text,cleaned_text,language,date,source,location,disaster_type
"Lord help your peoples,,,,",lord help your peoples,English,2024-12-12T22:24:23.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kau jan sa palibot ng bulkan..delikado po yan.,ingat po kau jan sa palibot ng bulkandelikado po yan,Tagalog,2024-12-12T16:44:11.000Z,Facebook,Negros Oriental,Volcanic Eruption
Danger keep pls safe everyone,danger keep please safe everyone,Taglish,2024-12-10T00:11:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Lord elegtas mo lahat Ng mga tao malapet sa pumptok na bulkan👏,lord elegtas mo lahat ng mga tao malapet sa pumptok na bulkan:clappinghands:,Tagalog,2024-12-11T06:46:26.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe poh sa mga Taga kanlaon🙏🙏🥰,keep safe poh sa mga taga kanlaon:foldedhands::foldedhands::smilingfacewithhearts:,English,2024-12-10T11:52:41.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat ang lahat nang apektado ng pag alburuto ng bulkan kanlaon,ingat ang lahat nang apektado ng pag alburuto ng bulkan kanlaon,Tagalog,2024-12-10T06:34:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Nasuko man guro ang MGA bulkan ni bong2! Nang buto man 🫢😂😂,nasuko man guro ang mga bulkan ni bong2 nang buto man :facewithopeneyesandhandovermouth::facewithtearsofjoy::facewithtearsofjoy:,English,2024-12-10T02:04:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo.,ingat po kayo,Tagalog,2024-12-10T00:29:50.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po lahat ng malapit dyan🙏🙏🙏,ingat po lahat ng malapit dyan:foldedhands::foldedhands::foldedhands:,Taglish,2024-12-12T15:41:50.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ayan Kona po mag scroll,ayan kona po mag scroll,Tagalog,2024-12-11T07:58:13.000Z,Facebook,Negros Oriental,Volcanic Eruption
Dont you worry sabay sabay sasabog lahat uli ang mga Bulkan sa pinas. Sa lupa man o sa dagat :) good luck sa atin,do not you worry sabay sabay sasabog lahat uli ang mga bulkan sa pinas sa lupa man o sa dagat : good luck sa atin,Tagalog,2024-12-10T04:47:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-10T15:35:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
Naku instead na magtatalo kau sa nalalapit na pagbabalik ng diyos manalangin nalang po at unti unti na natin linisin ang ating mga puso at buong pagkatao pra po tayoy makasama sa kaharian ng diyos sa huling hatol 🙏 yun dapat ntin paghandaan ang ating Spirit kung san tau mapupunta kaya habang my time pa mgbago napo tayo iwaksi napo ntin ang kasamaan.,naku instead na magtatalo kau sa nalalapit na pagbabalik ng diyos manalangin nalang po at unti unti na natin linisin ang ating mga puso at buong pagkatao pra po tayoy makasama sa kaharian ng diyos sa huling hatol :foldedhands: yun dapat ntin paghandaan ang ating spirit kung san tau mapupunta kaya habang my time pa mgbago napo tayo iwaksi napo ntin ang kasamaan,Tagalog,2024-12-10T00:17:54.000Z,Facebook,Negros Oriental,Volcanic Eruption
A beautiful Disaster 😢,a beautiful disaster :cryingface:,English,2024-12-09T22:05:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat Po kayo mga kapatid prayanf Po tayo,ingat po kayo mga kapatid prayanf po tayo,Tagalog,2024-12-12T10:51:56.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingt po sa Nakatira jan😭,ingt po sa nakatira jan:loudlycryingface:,Tagalog,2024-12-10T13:14:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone🙏🙏,keep safe everyone:foldedhands::foldedhands:,Taglish,2024-12-10T00:36:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
Npakingan kuyanng bulkan kanlaon s kwentong aswang po maraming mag diwata dyan nagbabantay at my isang ingkanto napangawasa ng tao at nagkaanak cla ung anak nila ay lalaki half tao haf ingkanto kaya ung anak nila hindi tumatandan,npakingan kuyanng bulkan kanlaon s kwentong aswang po maraming mag diwata dyan nagbabantay at my isang ingkanto napangawasa ng tao at nagkaanak cla ung anak nila ay lalaki half tao haf ingkanto kaya ung anak nila hindi tumatandan,Tagalog,2024-12-11T17:12:19.000Z,Facebook,Negros Oriental,Volcanic Eruption
Dios ko po alalayan mo kaming lahat amen🙏🙏🙏❤️❤️❤️❤️,dios ko po alalayan mo kaming lahat amen:foldedhands::foldedhands::foldedhands::redheart::redheart::redheart::redheart:,English,2024-12-10T01:22:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-10T00:50:32.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe,keep safe,Taglish,2024-12-11T10:25:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Stay safe everyone,stay safe everyone,English,2024-12-10T05:51:42.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-11T12:37:31.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Ingat Po Ang lahat malapit Dyan 
Tigbauan at guimaras Ang madaming ashfall",ingat po ang lahat malapit dyan tigbauan at guimaras ang madaming ashfall,Tagalog,2024-12-10T14:26:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
Krep safe everyone...,krep safe everyone,Taglish,2024-12-10T11:52:01.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-10T08:25:01.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat pO Ang Lahat,ingat po ang lahat,Tagalog,2024-12-10T00:08:04.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hirap Po Talaga Ang Panahon Ngayun,hirap po really ang panahon ngayun,Tagalog,2024-12-18T11:52:57.000Z,Facebook,Negros Oriental,Volcanic Eruption
San po banda yan.sana makalikas ung mga tao jan at maging safe sila..lord plz help 🙏 😢 kawawa naman sila pagnaabot sila ng lava at mga bato na lumilipad,san po banda yansana makalikas ung mga tao jan at maging safe silalord plz help :foldedhands: :cryingface: kawawa naman sila pagnaabot sila ng lava at mga bato na lumilipad,Tagalog,2024-12-11T18:24:01.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hala ingat po ang lahat,hala ingat po ang lahat,Tagalog,2024-12-11T05:18:26.000Z,Facebook,Negros Oriental,Volcanic Eruption
Jusko po 😔😔,jusko po :pensiveface::pensiveface:,Taglish,2024-12-09T22:37:41.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat poh kayo,ingat poh kayo,Tagalog,2024-12-12T13:13:31.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone,keep safe everyone,Taglish,2024-12-12T05:45:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe always dol,keep safe always dol,Taglish,2024-12-14T02:55:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
a beautiful hazard,a beautiful hazard,Taglish,2024-12-10T06:54:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏,keep safe everyone :foldedhands:,Taglish,2024-12-13T01:30:02.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amping tanan,amping tanan,Tagalog,2024-12-09T23:18:53.000Z,Facebook,Negros Oriental,Volcanic Eruption
Sang lugar po yan,sang lugar po yan,Tagalog,2024-12-10T11:50:21.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe 🙏🙏🙏,keep safe :foldedhands::foldedhands::foldedhands:,Taglish,2024-12-10T04:54:42.000Z,Facebook,Negros Oriental,Volcanic Eruption
Beautiful Disaster..,beautiful disaster,Taglish,2024-12-10T02:25:59.000Z,Facebook,Negros Oriental,Volcanic Eruption
Magiingat kayo jan kayr magno...,magiingat kayo jan kayr magno,Tagalog,2024-12-10T00:41:41.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayong lahat na nakatira Jan.,ingat po kayong lahat na nakatira january,Tagalog,2024-12-09T12:00:47.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe kayo dyn,keep safe kayo dyn,Taglish,2024-12-11T15:25:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-11T02:52:20.000Z,Facebook,Negros Oriental,Volcanic Eruption
My god kwawa mga tao sa baba,my god kwawa mga tao sa baba,Tagalog,2024-12-10T13:34:26.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat po ang lahat,ingat po ang lahat,Tagalog,2024-12-10T00:34:23.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayu,ingat po kayu,Tagalog,2024-12-17T23:51:05.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amping mo diha sa Canlaon og ilabi na diha  dapit sa biakbato sa kaparentihan nimama Tonia.sa mga Lampaso family amping mo diha tanan,amping mo diha sa canlaon og ilabi na diha dapit sa biakbato sa kaparentihan nimama toniasa mga lampaso family amping mo diha tanan,Tagalog,2024-12-10T02:17:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-09T23:11:45.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ang layo na nga ng antique umabot pa dito Ang ash fall,ang layo na nga ng antique umabot pa dito ang ash fall,Tagalog,2024-12-10T08:36:54.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Putol KC kayo ng putol ng mga puno ni Hindi nman kayo nagtatanim,PURO kayo reklamo wala nman kayo ginagawa,mas pinili Nyo maging parte ng problema,kesa maging parte ng solusyon🤔",putol kc kayo ng putol ng mga puno ni hindi nman kayo nagtatanimpuro kayo reklamo wala nman kayo ginagawamas pinili nyo maging parte ng problemakesa maging parte ng solusyon:thinkingface:,Tagalog,2024-12-09T13:01:02.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat po kayo palagi😢,mag ingat po kayo palagi:cryingface:,Tagalog,2024-12-11T23:52:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
God help  Amen,god help amen,Taglish,2024-12-10T11:31:16.000Z,Facebook,Negros Oriental,Volcanic Eruption
Be safe all of you po,be safe all of you po,English,2024-12-10T06:42:54.000Z,Facebook,Negros Oriental,Volcanic Eruption
keep safe po,keep safe po,Taglish,2024-12-10T06:06:47.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po kayong lahat...,keep safe po kayong lahat,Tagalog,2024-12-09T19:21:11.000Z,Facebook,Negros Oriental,Volcanic Eruption
Scripted po yan may nag shooting diyan sila Cardo dalisay🤣🤣🤣,scripted po yan may nag shooting diyan sila cardo dalisay:rollingonthefloorlaughing::rollingonthefloorlaughing::rollingonthefloorlaughing:,Tagalog,2024-12-10T03:50:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone,keep safe everyone,Taglish,2024-12-10T02:17:28.000Z,Facebook,Negros Oriental,Volcanic Eruption
I hope all are safe there 🙏💗,i hope all are safe there :foldedhands::growingheart:,English,2024-12-11T03:17:38.000Z,Facebook,Negros Oriental,Volcanic Eruption
kanang sa tv nga movie manglabay Ang lava Dili d I na tinuod Kay aso rman na oh,kanang sa tv nga movie manglabay ang lava dili d i na tinuod kay aso rman na oh,Tagalog,2024-12-11T03:06:50.000Z,Facebook,Negros Oriental,Volcanic Eruption
Galit na galit si lolo Laon bakit kaya,galit na galit si lolo laon bakit kaya,Tagalog,2024-12-10T06:03:50.000Z,Facebook,Negros Oriental,Volcanic Eruption
mga buslot na sila,mga buslot na sila,Tagalog,2024-12-10T05:27:03.000Z,Facebook,Negros Oriental,Volcanic Eruption
sumabay sa taal ingat po,sumabay sa taal ingat po,Tagalog,2024-12-09T15:20:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏,keep safe everyone :foldedhands:,Taglish,2024-12-09T11:56:28.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-11T12:36:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po talaga Tayo👍,ingat po really tayo:thumbsup:,English,2024-12-10T04:24:42.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Ingat po kayu Jan,,,",ingat po kayu jan,Taglish,2024-12-11T03:08:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Normal lang Yan sa mga active volcano. Yung mga tulog na volcano dating ang panahon sasabog din yun. Wag kung anuanong kabalbalan ang isiisip na malayo sa katotohanan. Likas yan sa buong Mundo na ginagalawan nating lahat,normal lang yan sa mga active volcano yung mga tulog na volcano dating ang panahon sasabog din yun wag kung anuanong kabalbalan ang isiisip na malayo sa katotohanan likas yan sa buong mundo na ginagalawan nating lahat,Tagalog,2024-12-10T07:29:10.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo malapit jan,ingat po kayo malapit jan,Tagalog,2024-12-10T08:44:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ung mga kamag anak namin  Jan sa LA Carlota ingat  kayo  Jan,ung mga kamag anak namin jan sa la carlota ingat kayo jan,Tagalog,2024-12-11T13:41:32.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kayong lahat🙇🙇,ingat kayong lahat:personbowing::personbowing:,Tagalog,2024-12-12T03:37:27.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hala ingat po kayo,hala ingat po kayo,Tagalog,2024-12-11T01:33:03.000Z,Facebook,Negros Oriental,Volcanic Eruption
mag pray tayo,mag pray tayo,Tagalog,2024-12-10T11:15:16.000Z,Facebook,Negros Oriental,Volcanic Eruption
It's about time something was done about these natural environmental disasters....come ob the fossil fuels  diesels. Are greener and cleaner,it is about time something was done about these natural environmental disasterscome ob the fossil fuels diesels are greener and cleaner,English,2024-12-12T02:30:03.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat lagi kau jn,mag ingat lagi kau jn,Tagalog,2024-12-10T11:00:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏🏾,keep safe everyone :foldedhandsmediumdarkskintone:,Taglish,2024-12-10T03:09:47.000Z,Facebook,Negros Oriental,Volcanic Eruption
Be safe po🙏💖,be safe po:foldedhands::sparklingheart:,Taglish,2024-12-11T08:47:44.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat po mga kapatid😢,ingat po mga kapatid:cryingface:,Tagalog,2024-12-10T04:51:59.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat po kayong lahat,ingat po kayong lahat,Tagalog,2024-12-09T14:30:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
dios ko po !iligtas nyo po sila panginoon🙏🙏🙏,dios ko po iligtas nyo po sila panginoon:foldedhands::foldedhands::foldedhands:,Taglish,2024-12-12T13:43:19.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-10T14:51:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
Stay safe,stay safe,Tagalog,2024-12-09T14:56:44.000Z,Facebook,Negros Oriental,Volcanic Eruption
Pray,pray,Taglish,2024-12-09T12:29:31.000Z,Facebook,Negros Oriental,Volcanic Eruption
Tenuod na NGA ni boto? Daghan man binoang ring panahona,tenuod na nga ni boto daghan man binoang ring panahona,Tagalog,2024-12-10T23:13:59.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo dyan,ingat po kayo dyan,Tagalog,2024-12-10T06:57:34.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Wala pa sa tagna nga panahun Ang kataposan ng kanlaon, may panahun nga Hindi na maaagapan pag nasa Oras at tagna sang kahitaasan,",wala pa sa tagna nga panahun ang kataposan ng kanlaon may panahun nga hindi na maaagapan pag nasa oras at tagna sang kahitaasan,Tagalog,2024-12-10T05:20:21.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hala ai mag Ampang jud,hala ai mag ampang jud,Tagalog,2024-12-10T00:56:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat kayo sis❤️🥰,mag ingat kayo sis:redheart::smilingfacewithhearts:,English,2024-12-09T17:21:47.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat mo dha tanan 🙏🙏🙏🙏,ingat mo dha tanan :foldedhands::foldedhands::foldedhands::foldedhands:,Taglish,2024-12-09T10:46:57.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hala ..keep safe everyone na malapit dyan.. 🙏🙏🙏,hala keep safe everyone na malapit dyan :foldedhands::foldedhands::foldedhands:,Taglish,2024-12-11T13:07:32.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat kayu dyan lalona sa mga malapit sa bulkan,mag ingat kayu dyan lalona sa mga malapit sa bulkan,Tagalog,2024-12-10T07:31:42.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amping Mo dha tanan,amping mo dha tanan,Tagalog,2024-12-10T00:16:47.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Praying for peace n comfort, mercy n grace, provision n protection for everyone in the Philippines in CHRIST amen",praying for peace n comfort mercy n grace provision n protection for everyone in the philippines in christ amen,English,2024-12-11T02:42:23.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Parang Ang Ganda tingnan sa vedio ,pero siguro sa totoong buhay nkakatakot Yan.ingat na lang Yung inaabot Ng lava o lahat flow",parang ang ganda tingnan sa vedio pero siguro sa totoong buhay nkakatakot yaningat na lang yung inaabot ng lava o lahat flow,Tagalog,2024-12-10T12:56:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-10T11:12:52.000Z,Facebook,Negros Oriental,Volcanic Eruption
Kafe safe to all🤣,kafe safe to all:rollingonthefloorlaughing:,English,2024-12-10T08:40:53.000Z,Facebook,Negros Oriental,Volcanic Eruption
Nkakatakot po,nkakatakot po,Tagalog,2024-12-10T07:38:31.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone,keep safe everyone,Taglish,2024-12-09T21:23:28.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo dyan mga idol,ingat po kayo dyan mga idol,Tagalog,2024-12-11T12:59:33.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayong lahat,ingat po kayong lahat,Tagalog,2024-12-10T23:43:46.000Z,Facebook,Negros Oriental,Volcanic Eruption
It's a beautiful view.,it is a beautiful view,English,2024-12-10T01:27:10.000Z,Facebook,Negros Oriental,Volcanic Eruption
Maybe its nearerthe workd end lets pray now,maybe its nearerthe workd end let us pray now,English,2024-12-11T22:22:57.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kayo jan,ingat kayo jan,Tagalog,2024-12-10T07:13:38.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone,keep safe everyone,Taglish,2024-12-11T13:35:25.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone🙏🙏,keep safe everyone:foldedhands::foldedhands:,Taglish,2024-12-09T11:23:05.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kyo,ingat kyo,Tagalog,2024-12-10T07:41:30.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ang bulkan po talagang sumasabog bsta hindi dormant!,ang bulkan po talagang sumasabog bsta hindi dormant,Tagalog,2024-12-10T07:04:04.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Nag unsa paman mo dre video2x lang wla pa mo nag hawa,Giuna nyo pa Ang video Kay sa magpalayo pra ligtas kayo naunsa naman mo oi",nag unsa paman mo dre video2x lang wla pa mo nag hawagiuna nyo pa ang video kay sa magpalayo pra ligtas kayo naunsa naman mo oi,Tagalog,2024-12-10T04:18:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
Stay safe always.,stay safe always,Taglish,2024-12-11T10:14:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Sana hindi maapiktuhan mga malapit sa paanan ng bulkanito na ang tinaguriang ""Mt. Visuvius ng Pinas"",kaya kung pinalilikas,lumikas na huwag magtigas-tigasan.mahalaga ang buhay ng tao",sana hindi maapiktuhan mga malapit sa paanan ng bulkanito na ang tinaguriang mt visuvius ng pinaskaya kung pinalilikaslumikas na huwag magtigastigasanmahalaga ang buhay ng tao,Tagalog,2024-12-10T09:33:53.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo,ingat po kayo,Tagalog,2024-12-09T15:01:30.000Z,Facebook,Negros Oriental,Volcanic Eruption
